,Serie,Titulo,Temporada,Número,Clasificacion,Sinopsis,Genero
125,Reign,Reign: Pelea o muerte,Temporada 3,6,SAM13,"Mary se da cuenta que tiene que ayudar a Catherine en su búsqueda, aun a riesgo de herir a la alianza con Escocia. Claude está decidido a ayudar a Leith a casarse con Elizabeth mientras lucha con la perspectiva de perder Dudley.",Drama
126,Reign,Reign: El sabueso y la liebre,Temporada 3,7,SAM13,"Cuando el Príncipe Don Carlos de España visita Francia, Mary descubre un oscuro secreto que él esconde. Cuando Gideon, el nuevo embajador de la corte Inglés llega, sospechas surgen acerca de cuáles son sus verdaderas intenciones, mientras que la búsqueda de Bash del misterioso asesino llega a un punto crítico en la taberna de Greer.",Drama
127,Reign,Reign: Nuestra reina,Temporada 3,8,SAM13,María y Catalina lidian con las consecuencias del accidente del Príncipe de España. María reflexiona sobre su futuro. Acusan a Catalina de envenenar a Francisco.,Drama
128,Reign,Reign: Matrimonio,Temporada 3,9,SAM13,"Mary confía en Gideon para que la ayude a descubrir la verdad sobre la condición del príncipe Carlos. Elizabeth hace un sorprendente descubrimiento que podría cambiar el curso de su reinado sobre Inglaterra y fuerza a Dudley para que tome una decisión difícil. Mientras tanto, Narcisse obliga a Claude a casarse con alguien de su elección, en contra de sus deseos.",Drama
129,Reign,Reign: Lesiones que mienten,Temporada 3,10,SAM13,"Mary lucha para resistir sus sentimientos por Gedeón mientras trabaja para alinearse políticamente con aliados potenciales. Elizabeth y Greer se encuentran en situaciones desgarradoras similares con resultados muy diferentes. Catherine y Narcisse continúan su lucha por el poder, mientras Claude se encuentra a sí misma luchando por su vida en su noche de bodas.",Drama
130,Reign,Reign: La sucesión,Temporada 3,11,SAM13,"A medida que se acerca la coronación de Carlos, María busca un poderoso candidato con quien aliarse. Lola descubre la verdad sobre quién atacó a Isabel.",Drama
131,Reign,Reign: Sin salida,Temporada 3,12,SAM13,"Mary podría tener que sacrificar la vida de su prima para salvar la suya. El pasado de Catherine vuelve a atormentarla, mientras que Lola y Elizabeth se transforman en aliadas.",Drama
132,Reign,Reign: Compañeros,Temporada 3,13,SAM13,"Mary, en orden de proteger a Elizabeth, sin saber pone la vida de Gideon en peligro. Para salvarlo, Mary pide ayuda de otro ingles - Robert Dudley. Mientras tanto, Bash esta determinado a rastrear al hombre detras de las amenazas a Catherine.",Drama
133,Reign,Reign: Hasta la muerte,Temporada 3,14,SAM13,María se da cuenta de que debe regresar a Escocia y formar su propio ejército para salvar su trono. Lola ayuda a Isabel a obtener más información sobre su madre.,Drama
134,Reign,Reign: Cruce seguro,Temporada 3,15,SAM13,"María descubre que tiene la oportunidad de llegar a Escocia sana y salva pero, cuando Catalina enfrenta una crisis, reflexiona sobre si debe quedarse y protegerla.",Drama
135,Reign,Reign: Clanes,Temporada 3,16,SAM13,María llega a Escocia y se da cuenta de que debe mantener su identidad real en secreto. Los esfuerzos de Lola por ayudar a Isabel hacen sospechar a la Reina.,Drama
136,Reign,Reign: Intrusos,Temporada 3,17,SAM13,"Luego de darse a María por muerta, Isabel y John Knox conspiran para subir al trono de Escocia. Mientras tanto, María y Bash se enfrentan a un poderoso enemigo.",Drama
137,Reign,Reign: Arañas en un frasco,Temporada 3,18,SAM13,"Mientras Isabel se enfrenta a María por el control de Escocia, acusan a Lola de un crimen atroz. Carlos regresa a Francia como un hombre nuevo.",Drama
138,Reign,Reign: Con amigos como estos,Temporada 4,1,SAM13,La desconfiada reina María pone a prueba a su hermano Jacobo para asegurar su lealtad después de enterarse de su reunión con John Knox. La reina Isabel acepta ayudar a lord Darnley para intentar sabotear la relación entre María y su poderoso pretendiente.,Drama
139,Reign,Reign: Un grano de decepción,Temporada 4,2,SAM13,La reina María descubre que uno de sus consejeros filtra información y quiere saber quién es. La reina Isabel recluta a Narcisse para seguir con su búsqueda de supremacía. Y Catalina toma medidas extremas para volver a ganar algo del poder que perdió.,Drama
140,Reign,Reign: Saltos de fe,Temporada 4,3,SAM13,Gideon le muestra a María cómo podría ser la vida si escogiera el amor en vez de a su país. Catalina lucha por encubrir el creciente comportamiento imprevisible del rey Carlos y Claudia encuentra en su hermana Leeza (invitada especial: Anastasia Phillips) a una enemiga insólita.,Drama
141,Reign,Reign: Jugando con fuego,Temporada 4,4,SAM13,"Cuando lord Darnley sorprende a María con su visita a Escocia, ella ve la posibilidad de una unión que podría ser más que solo política. Isabel lucha para ganar aliados que estén a su favor y Catalina debe trabajar para conseguirle un nuevo marido a Claudia y así volver a encauzarla.",Drama
142,Reign,Reign: Juegos escoceses,Temporada 4,5,SAM13,"Para hacer que María acepte casarse, lord Darnley debe demostrarle su lealtad cuando ella le cuenta sus preocupaciones sobre sus verdaderas intenciones. Catalina y Narcisse trabajan para arreglar la reputación del rey Carlos después de que los rumores sobre su extraño comportamiento se esparcen y amenazan el trono.",Drama
143,Reign,Reign: Amor y muerte,Temporada 4,6,SAM13,María debe lidiar con las repercusiones políticas de un potencial matrimonio con lord Darnley. El rey Carlos desaparece y Catalina debe hacerse cargo del desastre que dejó. Isabel acude a pedirle ayuda a Gideon y Claude recibe una propuesta interesante.,Drama
144,Reign,Reign: Colgando espadas,Temporada 4,7,SAM13,"Darnley recibe una visita inesperada y su matrimonio pende de un hilo. Isabel se entera de que su intento por detener a María tuvo el efecto contrario. Mientras tanto, Catalina y Narcisse encuentran al rey Carlos y deben convencerlo de volver al castillo.",Drama
145,Reign,Reign: Aguas desconocidas,Temporada 4,8,SAM13,"Cuando la boda de María (Adelaide Kane) se avecina, una terrible tragedia la separa de Darnley (Will Kemp) y la obliga a pedirle ayuda a Catalina (Megan Follows). Isabel (Rachel Skarsten) se reúne con un traidor de España que le pide que le financie una expedición al Nuevo Mundo.",Drama
146,Reign,Reign: Tirando de las cuerdas,Temporada 4,9,SAM13,La boda de María (Adelaide Kane) y Darnley (Will Kemp) resulta ser un fastuoso evento que demuestra ser una decisión acertada en cuanto a la posición política de María. Jacobo (Dan Jeannotte) descubre algo interesante sobre Greer (Celina Sinden) e Isabel (Rachel Skarsten) intenta salvar desesperadamente el poder de Inglaterra.,Drama
147,Reign,Reign: Un mejor hombre,Temporada 4,10,SAM13,"Mientras María (Adelaide Kane) planea estrategias para quedarse con el trono inglés, Isabel (Rachel Skarsten) tiene dificultades para encontrar a un pretendiente adecuado para casarse. Mientras tanto, Jacobo (Dan Jeannotte) queda atrapado en una intriga dirigida por John Knox (Jonathan Goad) y debe lidiar con la trágica consecuencia.",Drama
148,Reign,Reign: En medio de la noche,Temporada 4,11,SAM13,María y Darnley están en desacuerdo cuando ponen en marcha su plan para apoderarse de Inglaterra. Isabel está confundida sobre sus sentimientos por Gideon e intenta encontrar a un católico con quien casarse.,Drama
149,Reign,Reign: El chantaje,Temporada 4,12,SAM13,"Después del trágico terremoto en Escocia, María (Adelaide Kane) debe enfrentar a John Knox (Jonathan Goad) en medio de los reclamos por su falta de ayuda a su pueblo. Isabel (Rachel Skarsten) toma medidas drásticas después de que la descubren con Gideon (Ben Geurens) y Carlos (Spencer MacPherson) toma una decisión que resulta contraproducente.",Drama
150,Reign,Reign: Tiro de gracia,Temporada 4,13,SAM13,"Darnley hace equipo con John Knox para quitar a María del trono, lo cual hará que alguien cercano a ella muera. Isabel debe expulsar a Gideon de la corte, pues su futuro esposo se lo pide. Carlos toma una postura osada en contra de su hermano Enrique.",Drama
151,Reign,Reign: Una novia. Una caja. Un cuerpo.,Temporada 4,14,SAM13,María (Adelaide Kane) prosigue su búsqueda de justicia al contraatacar a sus conspiradores. Isabel (Rachel Skarsten) tiene un contratiempo que pone su mundo de cabeza.,Drama
152,Reign,Reign: Sangre en el agua,Temporada 4,15,SAM13,La vida de María (Adelaide Kane) se ve amenazada con el nacimiento de su hijo y pone en riesgo la seguridad de María y la de su bebé aún no nacido. Isabel (Rachel Skarsten) descubre que alguien de sus allegados fue el causante de la muerte de alguien cercano a ella.,Drama
153,Reign,Reign: El precio que pagó…,Temporada 4,16,SAM13,"María toma una decisión que cambiará el rumbo de la historia y que le dará forma al destino de su nación, de su reinado y de su hijo recién nacido.",Drama
154,Express,Express: El negocio del miedo,Temporada 1,1,SAM16,"Bárbara Vázquez renuncia su puesto en la Policía y comienza a trabajar en Zentral Risk. El equipo lleva a cabo su primera misión, la que termina en una negociación intensa con uno de los secuestradores.","Acción, Crimen"
155,Express,Express: Los platillos chinos,Temporada 1,2,SAM16,La policía sospecha que están ante una guerra de bandas latinas para obtener el control de los secuestros. Durante la primera negociación sucede un incidente que cambiará el futuro del equipo. Los métodos de Roldán ponen en riesgo al equipo.,"Acción, Crimen"
156,Express,Express: Sin manual de instrucciones,Temporada 1,3,SAM16,"Tras lo ocurrido en el almacén de contenedores, Bárbara toma una decisión atrevida. La policía cambia de tono con respeto a la guerra entre las bandas latinas. Santa sospecha de Bárbara .","Acción, Crimen"
157,Express,Express: Cambio de planes,Temporada 1,4,SAM16,Santa coloca un micro a Roldán y descubre un gran secreto. A Zentral Risk llega un peculiar caso: una familia denuncia el secuestro de su mascota.,"Acción, Crimen"
158,Express,Express: S1 tráiler,Temporada 1,5,SAM16,Prepárate para Express. Estreno de la serie el 16 de enero.,"Acción, Crimen"
159,Power Book II: Ghost,Power Book II: Ghost: El extraño,Temporada 1,1,SAM16,"Tariq entra a estudiar a la universidad de Stansfiled, pero tiene que salvar a su madre. Consigue aliados para demostrar la inocencia de Tasha en el asesinato de James St. Patrick.","Drama, Secuela"
160,Power Book II: Ghost,Power Book II: Ghost: Superando las expectativas,Temporada 1,2,SAM16,"Tariq trata de entender quién era James St. Patrick y las implicaciones en su vida. Carrie y Jabari complican su proceso. Tariq se familiariza con Monet, y Tasha se preocupa por el camino de su hijo.","Drama, Secuela"
161,Power Book II: Ghost,Power Book II: Ghost: Entra al juego,Temporada 1,3,SAM16,"Tariq lucha por pagar la defensa legal de su madre mientras sufre el rigor de la Ivy League. Jabari desafía a Tariq y él recluta a Brayden para sus operaciones. Tasha intenta demostrar su inocencia, y alguien se le rebela a Monet.","Drama, Secuela"
162,Power Book II: Ghost,Power Book II: Ghost: El príncipe,Temporada 1,4,SAM16,"Tariq empieza a controlar el mercado de las drogas en el campus junto con Brayden. Monet envía a Dru y a Diana a investigar más sobre sus negocios. Tasha está preocupada por su hijo, y Davis apunta a Saxe en la defensa de su caso.","Drama, Secuela"
163,Power Book II: Ghost,Power Book II: Ghost: El regalo de los Reyes Magos,Temporada 1,5,SAM16,"Tariq cumple 18 años. Saxe amenaza con acabar con el caso de Tasha. A Tariq le preocupa Brayden, pero Brayden le organiza una fiesta sorpresa. Y Monet presiona a sus hijos para que den un paso al frente.","Drama, Secuela"
164,Power Book II: Ghost,Power Book II: Ghost: El bien contra el mal,Temporada 1,6,SAM16,"Tariq tiene las manos atadas y teme que el hecho de que Brayden se entere de su acuerdo con los Tejada lo enfrente violentamente con Cane, quien ha demostrado el precio por usar su nombre.","Drama, Secuela"
165,Power Book II: Ghost,Power Book II: Ghost: La semana del sexo,Temporada 1,7,SAM16,"A medida que aumenta la temperatura en el campus, Tariq no desea quedarse en el frío con Lauren. ¿O es Diana con quien quiere?","Drama, Secuela"
166,Power Book II: Ghost,Power Book II: Ghost: La familia primero,Temporada 1,8,SAM16,"Tariq no puede evitar sentirse excluido, ya que los padres inundan el campus para un evento en Stansfield.","Drama, Secuela"
167,Power Book II: Ghost,Power Book II: Ghost: El monstruo,Temporada 1,9,SAM16,"Tras una colisión frontal entre los mundos de Tariq en un evento, en el campus hay tensión y  problemas mientras él trata de saldar las deudas.","Drama, Secuela"
168,Power Book II: Ghost,Power Book II: Ghost: El corazón de la oscuridad,Temporada 1,10,SAM16,"Desesperado, Tariq hará lo que sea necesario para ayudar a su madre. Pero como no está bien con Monet, se arriesga al cumplir su promesa de sacar a Tasha de la cárcel.","Drama, Secuela"
169,Power Book II: Ghost,Power Book II: Ghost: Tráiler oficial parte 1,Temporada 1,11,SAM16,"Cuando termina un capítulo, otro comienza. Power Book II: Ghost se estrena el 6 de septiembre en STARZPLAY.","Acción, Drama"
170,Power Book II: Ghost,Power Book II: Ghost: Tráiler oficial parte 2,Temporada 1,12,SAM16,"""El Fantasma"" sigue a Tariq malabareando sus operaciones de drogas, calificaciones, vida amorosa y familia. Para evitar el destino de su padre, debe convertirse en él, pero siendo mejor.","Acción, Drama"
171,Power Book II: Ghost,Power Book II: Ghost: El libre albedrío nunca es libre,Temporada 2,1,SAM16,Tariq intenta retomar su vida universitaria normal. Brayden proporciona a Tariq un escape. Monet hace planes para que la empresa proteja a sus hijos. Cane busca una nueva familia para tomar las calles por sí mismo.,"Crimen, Drama"
172,Power Book II: Ghost,Power Book II: Ghost: ¿Actos desinteresados?,Temporada 2,2,SAM16,Tariq intenta retomar su vida universitaria normal. Brayden proporciona a Tariq un escape. Monet hace planes para que la empresa proteja a sus hijos. Cane busca una nueva familia para tomar las calles por sí mismo.,"Crimen, Drama"
173,Power Book II: Ghost,Power Book II: Ghost: El bien mayor,Temporada 2,3,SAM16,"Tariq intenta evitar que el ""CourseCorrect"" desaparezca. Mientras Diana desconfía de los motivos de Cane, Dru se distrae con sus sentimientos y el futuro de Zeke corre peligro, todos se preguntan, ¿dónde está Monet?","Crimen, Drama"
174,Power Book II: Ghost,Power Book II: Ghost: Conseguir estos fines,Temporada 2,4,SAM16,Davis cuestiona las referencias de los clientes de Tariq. Cane encuentra a Brayden ansioso por demostrar su valía y le da la oportunidad de hacer algo de buen dinero. Zeke necesita la ayuda de todos para asegurar que su futuro en el baloncesto profesional esté protegido.,"Crimen, Drama"
